fullname,class,order,family,genericName,genus,description
Chrysocyon brachyurus,Mammalia,Carnivora,Canidae,Chrysocyon,Chrysocyon,"The maned wolf (Chrysocyon brachyurus) is the largest canid of South America. Its markings resemble those of foxes, but it is not a fox, nor is it a wolf. It is the only species in the genus Chrysocyon (meaning ""golden dog"")."
Canis adustus,Mammalia,Carnivora,Canidae,Canis,Canis,"The side-striped jackal (Canis adustus) is a species of jackal, native to east and southern Africa. Unlike its cousin, the smaller black-backed jackal, which dwells in open plains, the side-striped jackal primarily dwells in woodland and scrub areas."
Cuon alpinus,Mammalia,Carnivora,Canidae,Cuon,Cuon,"The dhole (Cuon alpinus) is a canid native to Central, South, and Southeast Asia. Other English names for the species include Asiatic wild dog, Indian wild dog, whistling dog, red dog, and mountain wolf. It is genetically close to species within the genus Canis, but distinct in several anatomical aspects: its skull is convex rather than concave in profile, it lacks a third lower molar and the upper molars sport only a single cusp as opposed to between two and four. During the Pleistocene, the dhole ranged throughout Asia, Europe, and North America but became restricted to its historical range 12,000–18,000 years ago."
Nyctereutes procyonoides,Mammalia,Carnivora,Canidae,Nyctereutes,Nyctereutes,"The raccoon dog (Nyctereutes procyonoides, from the Greek words nukt-, ""night"" + ereutēs, ""wanderer"" + prokuōn, ""before-dog"" [but in New Latin used to mean ""raccoon""] + -oidēs, ""similar to""), also known as the mangut (its Evenki name), tanuki or neoguri is a canid indigenous to East Asia. It is the only extant species in the genus Nyctereutes. Despite its peculiar appearance, it is a close relative of true foxes."
Canis mesomelas,Mammalia,Carnivora,Canidae,Canis,Canis,"The black-backed jackal (Canis mesomelas) is a canid native to two areas of Africa, separated by roughly 900 km."
Canis aureus,Mammalia,Carnivora,Canidae,Canis,Canis,"The golden jackal (Canis aureus) is a wolf-like canid that is native to Southeast Europe, Southwest Asia, South Asia, and regions of Southeast Asia. Compared with the Arabian wolf, which is the smallest of the gray wolves (Canis lupus), the jackal is smaller and possesses shorter legs, a shorter tail, a more elongated torso, a less-prominent forehead, and a narrower and more pointed muzzle. The golden jackal's coat can vary in color from a pale creamy yellow in summer to a dark tawny beige in winter. It is listed as Least Concern on the IUCN Red List due to its widespread distribution and high density in areas with plenty of available food and optimum shelter."
Neofelis nebulosa,Mammalia,Carnivora,Felidae,Neofelis,Neofelis,"The clouded leopard (Neofelis nebulosa) is a wild cat occurring from the Himalayan foothills through mainland Southeast Asia into China. Since 2008, it is listed as Vulnerable on the IUCN Red List. Its total population is suspected to be fewer than 10,000 mature individuals, with a decreasing population trend, and no single population numbering more than 1,000 adults. It is also known as the mainland clouded leopard, to distinguish it from the Sunda clouded leopard (Neofelis diardi). It is the state animal of the Indian state of Meghalaya."
Uncia uncia,Mammalia,Carnivora,Felidae,Uncia,Uncia,"The snow leopard (Panthera uncia), also known as the ounce, is a large cat native to the mountain ranges of Central and South Asia. It is listed as Vulnerable on the IUCN Red List of Threatened Species because the global population is estimated to number less than 10,000 mature individuals and decline about 10% in the next 23 years. It is threatened by poaching and habitat destruction following infrastructural developments."
Acinonyx jubatus,Mammalia,Carnivora,Felidae,Acinonyx,Acinonyx,"The cheetah (Acinonyx jubatus) is a large cat of the subfamily Felinae that occurs in North, Southern and East Africa, and a few localities in Iran. It inhabits a variety of mostly arid habitats like dry forests, scrub forests, and savannahs. The species is IUCN Red Listed as Vulnerable, as it suffered a substantial decline in its historic range in the 20th century due to habitat loss, poaching for the illegal pet trade, and conflict with humans. By 2016, the global cheetah population has been estimated at approximately 7,100 individuals in the wild. Several African countries have taken steps to improve cheetah conservation measures."
Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,Panthera,"The tiger (Panthera tigris) is the largest species among the Felidae and classified in the genus Panthera. It is most recognizable for its dark vertical stripes on reddish-orange fur with a lighter underside. It is an apex predator, primarily preying on ungulates such as deer and bovids. It is territorial and generally a solitary but social predator, requiring large contiguous areas of habitat, which support its requirements for prey and rearing of its offspring. Tiger cubs stay with their mother for about two years, before they become independent and leave their mother's home range to establish their own."
Felis nigripes,Mammalia,Carnivora,Felidae,Felis,Felis,"The black-footed cat (Felis nigripes), also called small-spotted cat, is the smallest African cat and endemic to the southwestern arid zone of Southern Africa. It is listed as Vulnerable on the IUCN Red List since 2002, as the population is suspected to be declining due to bushmeat poaching of prey species, persecution, traffic accidents and predation by domestic animals."
Felis chaus,Mammalia,Carnivora,Felidae,Felis,Felis,"The jungle cat (Felis chaus), also called reed cat and swamp cat, is a medium-sized cat native to the Middle East, South and Southeast Asia and southern China. It inhabits foremost wetlands like swamps, littoral and riparian areas with dense vegetation. It is listed as Least Concern on the IUCN Red List, and is mainly threatened by destruction of wetlands, trapping and poisoning."
Felis margarita,Mammalia,Carnivora,Felidae,Felis,Felis,"The sand cat (Felis margarita), also known as the sand dune cat, is the only cat living chiefly in true deserts. This small cat is widely distributed in the deserts of North Africa, the Middle East and Central Asia. Starting in 2002, it was listed as near threatened on the IUCN Red List because the population was considered fragmented and small with a declining trend. It was downlisted to least concern in 2016."
Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,Panthera,"The leopard (Panthera pardus) is one of the five extant species in the genus Panthera, a member of the Felidae. The leopard occurs in a wide range in sub-Saharan Africa and parts of Asia. The leopard is listed as Vulnerable on the IUCN Red List because leopard populations are threatened by habitat loss and fragmentation, and are declining in large parts of the global range. In Hong Kong, Singapore, Kuwait, Syria, Libya, Tunisia and most likely in Morocco, leopard populations have already been extirpated. Contemporary records suggest that the leopard occurs in only 25% of its historical global range. Leopards are hunted illegally, and their body parts are smuggled in the wildlife trade for medicinal practices and decoration."
Felis bieti,Mammalia,Carnivora,Felidae,Felis,Felis,"The Chinese mountain cat (Felis bieti), also known as Chinese desert cat and Chinese steppe cat, is a wild cat endemic to western China that has been listed as Vulnerable on the IUCN Red List since 2002, as the effective population size may be fewer than 10,000 mature breeding individuals."
Felis manul,Mammalia,Carnivora,Felidae,Felis,Felis,Not to be confused with the Pampas cat
Panthera leo,Mammalia,Carnivora,Felidae,Panthera,Panthera,"The lion (Panthera leo) is a species in the family Felidae; it is a muscular, deep-chested cat with a short, rounded head, a reduced neck and round ears, and a hairy tuft at the end of its tail. The lion is sexually dimorphic; males are larger than females with a typical weight range of 150 to 250 kg for males and 120 to 182 kg for females. Male lions have a prominent mane, which is the most recognisable feature of the species. A lion pride consists of a few adult males, related females and cubs. Groups of female lions typically hunt together, preying mostly on large ungulates. The species is an apex and keystone predator, although they scavenge when opportunities occur. Some lions have been known to hunt humans, although the species typically does not."
Oreamnos americanus,Mammalia,Artiodactyla,Bovidae,Oreamnos,Oreamnos,"The mountain goat (Oreamnos americanus), also known as the Rocky Mountain goat, is a hoofed mammal endemic to North America. A subalpine to alpine species, it is a sure-footed climber commonly seen on cliffs and ice."
Ammotragus lervia,Mammalia,Artiodactyla,Bovidae,Ammotragus,Ammotragus,"The Barbary sheep (Ammotragus lervia) or aoudad is a species of caprid (goat-antelope) native to rocky mountains in North Africa. Six subspecies have been described. Although it is rare in its native North Africa, it has been introduced to North America, southern Europe, and elsewhere. It is also known in the Berber language as awdad, waddan, arwi, and arrwis."
Sus scrofa,Mammalia,Artiodactyla,Suidae,Sus,Sus,"The wild boar (Sus scrofa), also known as the wild swine, Eurasian wild pig, or simply wild pig, is a suid native to much of Eurasia, North Africa, and the Greater Sunda Islands. Human intervention has spread its distribution further, making the species one of the widest-ranging mammals in the world, as well as the most widely spread suiform. Its wide range, high numbers, and adaptability mean that it is classed as least concern by the IUCN and it has become an invasive species in part of its introduced range. The animal probably originated in Southeast Asia during the Early Pleistocene, and outcompeted other suid species as it spread throughout the Old World."
Felis catus,Mammalia,Carnivora,Felidae,Felis,Felis,"The cat (Felis catus) is a small carnivorous mammal. It is the only domesticated species in the family Felidae and often referred to as the domestic cat to distinguish it from wild members of the family. The cat is either a house cat, kept as a pet, or a feral cat, freely ranging and avoiding human contact. A house cat is valued by humans for companionship and for its ability to hunt rodents. About 60 cat breeds are recognized by various cat registries."
